100000 1000 50 10 30
0 0 3 42 32 7
0 0 4 42 32 7
0 0 18 42 32 9
0 0 21 37 49 5
0 0 25 37 49 0
0 0 49 37 49 1
0 0 50 42 32 5
0 0 63 37 49 2
0 0 74 42 32 9
0 0 85 42 32 6
0 0 91 42 32 8
0 1 1 37 49 2
0 1 6 37 49 1
0 1 8 42 32 9
0 1 25 42 32 4
0 1 25 42 32 8
0 1 36 37 49 5
0 1 38 37 49 2
0 1 39 37 49 6
0 1 41 37 49 4
0 1 54 42 32 5
0 1 89 37 49 4
0 1 93 37 49 2
0 2 6 42 32 4
0 2 15 42 32 9
0 2 17 37 49 3
0 2 17 42 32 1
0 2 17 42 32 8
0 2 18 37 49 9
0 2 21 14 86 1
0 2 46 42 32 9
0 2 52 42 32 9
0 2 60 42 32 6
0 2 62 42 32 5
0 2 81 37 49 0
0 2 87 42 32 4
0 2 94 37 49 9
0 2 96 37 49 3
0 3 5 42 32 6
0 3 21 37 49 2
0 3 39 42 32 7
0 3 46 42 32 9
0 3 60 37 49 5
0 3 74 37 49 8
0 3 75 42 32 8
0 3 95 42 32 3
0 4 44 37 49 8
0 4 62 42 32 9
0 4 65 37 49 8
0 4 69 42 32 2
0 4 79 42 32 6
0 5 11 37 49 9
0 5 15 42 32 6
0 5 19 37 49 8
0 5 25 42 32 1
0 5 46 37 49 5
0 5 51 42 32 6
0 5 67 37 49 6
0 5 67 37 49 9
0 5 80 37 49 7
0 5 93 4 95 2
0 6 1 37 49 3
0 6 3 42 32 7
0 6 49 42 32 7
0 6 51 37 49 4
0 6 60 42 32 1
0 6 61 42 32 6
0 6 70 42 32 0
0 6 75 37 49 1
0 6 76 37 49 1
0 6 78 42 32 6
0 7 7 42 32 3
0 7 12 37 49 0
0 7 12 37 49 7
0 7 21 35 23 3
0 7 53 42 32 2
0 7 55 42 32 8
0 7 82 42 32 0
0 8 4 37 49 2
0 8 8 42 32 1
0 8 11 42 32 4
0 8 34 37 49 9
0 8 46 42 32 9
0 8 56 42 32 1
0 8 58 37 49 2
0 8 62 37 49 3
0 8 64 42 32 3
0 8 65 42 32 5
0 8 68 42 32 3
0 8 78 42 32 2
0 8 83 37 49 3
0 8 83 42 32 7
0 8 88 37 49 2
0 8 95 37 49 2
0 8 95 37 49 8
0 9 30 42 32 4
0 9 88 42 32 0
0 10 12 37 49 2
0 10 12 42 32 2
0 10 18 42 32 9
0 10 20 37 49 7
0 10 25 37 49 7
0 10 53 10 72 8
0 10 71 37 49 5
0 10 83 42 32 8
0 11 51 37 49 6
0 11 53 42 32 4
0 11 55 37 49 6
0 11 69 42 32 0
0 11 75 37 49 2
0 11 80 42 32 7
0 11 89 93 90 6
0 12 3 42 32 3
0 12 10 44 17 9
0 12 25 37 49 2
0 12 27 37 49 3
0 12 73 42 32 6
0 12 74 37 49 1
0 12 78 42 32 6
0 12 81 37 49 4
0 12 82 37 49 5
0 12 86 42 32 5
0 13 7 42 32 4
0 13 29 37 49 1
0 13 39 37 49 5
0 13 44 37 49 9
0 13 72 42 32 7
0 13 82 37 49 2
0 13 84 37 49 4
0 13 85 37 49 1
0 13 87 37 49 6
0 13 95 42 32 6
0 14 0 37 49 6
0 14 3 42 32 9
0 14 20 37 49 9
0 14 41 42 32 9
0 14 50 42 32 6
0 14 70 37 49 5
0 14 75 42 32 9
0 14 88 42 32 6
0 14 92 42 32 8
0 14 93 37 49 8
0 14 98 42 32 4
0 14 99 37 49 4
0 15 10 37 49 2
0 15 10 37 49 7
0 15 14 37 49 0
0 15 27 37 49 4
0 15 73 42 32 1
0 16 29 37 49 3
0 16 36 37 49 6
0 16 66 37 49 1
0 16 69 42 32 7
0 16 71 37 49 9
0 17 6 37 49 8
0 17 8 37 49 0
0 17 10 37 49 6
0 17 26 37 49 4
0 17 60 37 49 5
0 17 69 42 32 5
0 18 3 37 49 4
0 18 26 37 49 3
0 18 57 42 32 4
0 18 65 42 32 4
0 18 69 42 32 3
0 18 76 37 49 9
0 18 97 37 49 4
0 19 2 42 32 6
0 19 15 15 76 7
0 19 22 37 49 2
0 19 76 42 32 9
0 19 82 42 32 1
0 19 84 42 32 5
0 19 94 37 49 1
0 19 95 42 32 4
0 20 31 37 49 1
0 20 58 42 32 8
0 20 73 42 32 4
0 20 77 42 32 1
0 20 95 42 32 4
0 21 6 37 49 0
0 21 27 37 49 2
0 21 29 37 49 7
0 21 63 37 49 1
0 21 80 42 32 5
0 21 85 37 49 3
0 21 93 42 32 1
0 22 5 42 32 5
0 22 32 37 49 7
0 22 33 37 49 8
0 22 57 37 49 7
0 22 71 37 49 3
0 22 74 42 32 0
0 22 92 37 49 2
0 23 1 37 49 3
0 23 5 42 32 6
0 23 13 37 49 1
0 23 13 37 49 1
0 23 27 90 34 8
0 23 64 37 49 6
0 23 66 37 49 9
0 23 68 37 49 0
0 23 84 37 49 3
0 23 85 37 49 5
0 23 87 37 49 9
0 24 13 37 49 7
0 24 61 67 77 0
0 24 65 42 32 4
0 24 83 42 32 9
0 24 86 42 32 7
0 25 22 37 49 2
0 25 38 37 49 3
0 25 74 37 49 5
0 25 78 42 32 6
0 25 88 42 32 7
0 25 92 37 49 8
0 25 98 42 32 7
0 26 4 37 49 8
0 26 7 37 49 2
0 26 9 42 32 6
0 26 76 74 6 7
0 26 98 37 49 0
0 27 4 37 49 7
0 27 95 90 96 1
0 28 31 37 49 8
0 28 54 57 59 1
0 28 58 37 49 7
0 28 86 37 49 2
0 28 91 42 32 0
0 29 85 42 32 3
0 30 48 42 32 9
0 30 63 42 32 8
0 30 68 37 49 7
0 30 85 42 32 7
0 30 88 42 32 0
0 30 95 42 32 4
0 31 1 42 32 9
0 31 11 37 49 3
0 31 22 37 49 9
0 31 24 37 49 8
0 31 30 37 49 7
0 31 91 42 32 0
0 32 0 37 49 3
0 32 5 37 49 0
0 32 18 37 49 5
0 32 75 42 32 8
0 33 2 37 49 2
0 33 14 37 49 8
0 33 32 37 49 7
0 33 97 37 49 1
0 34 0 37 49 6
0 34 10 37 49 8
0 34 26 37 49 2
0 35 13 37 49 8
0 35 25 37 49 8
0 35 63 68 1 0
0 35 81 42 32 7
0 35 84 37 49 9
0 35 95 37 49 9
0 36 13 37 49 7
0 36 31 37 49 1
0 36 75 37 49 8
0 36 90 37 49 1
0 36 94 42 32 0
0 36 96 42 32 2
0 37 29 37 49 9
0 37 77 37 49 9
0 37 81 42 32 7
0 37 96 42 32 4
0 38 5 37 49 9
0 38 6 37 49 5
0 38 21 37 49 0
0 38 69 29 50 9
0 38 82 37 49 7
0 39 11 8 87 7
0 39 58 16 72 9
0 39 74 42 32 5
0 39 81 37 49 1
0 39 97 37 49 8
0 40 15 37 49 5
0 42 2 37 49 9
0 42 35 37 49 7
0 42 71 37 49 6
0 42 90 42 32 3
0 42 98 42 32 0
0 43 13 37 49 0
0 43 28 37 49 7
0 43 72 42 32 9
0 43 93 42 32 2
0 43 95 37 49 5
0 44 14 37 49 3
0 44 87 37 49 3
0 44 88 37 49 8
0 45 13 37 49 5
0 45 84 37 49 8
0 45 84 42 32 7
0 45 91 42 32 6
0 46 10 37 49 2
0 46 17 37 49 9
0 46 22 37 49 7
0 46 68 37 49 1
0 46 91 37 49 0
0 47 35 37 49 9
0 47 38 37 49 7
0 47 93 37 49 8
0 47 98 37 49 0
0 48 30 37 49 4
0 48 61 37 49 8
0 48 95 42 32 3
0 48 97 42 32 1
0 48 98 37 49 5
0 49 0 42 32 8
0 49 30 37 49 7
0 49 36 37 49 8
0 49 70 42 32 5
0 49 85 42 32 6
0 49 90 42 32 7
0 49 90 42 32 8
0 49 91 42 32 6
0 49 93 42 32 4
0 49 96 42 32 7
0 50 10 37 49 3
0 50 17 37 49 8
0 50 60 5 14 1
0 50 63 37 49 5
0 50 97 42 32 6
0 51 68 96 69 2
0 51 78 37 49 8
0 51 81 37 49 7
0 51 86 37 49 9
0 51 92 42 32 6
0 52 7 37 49 2
0 52 68 37 49 4
0 52 69 42 32 1
0 52 95 37 49 7
0 53 13 37 49 0
0 53 19 37 49 1
0 53 38 37 49 3
0 53 46 37 49 8
0 54 8 96 71 8
0 54 20 37 49 6
0 54 78 42 32 6
0 54 84 42 32 0
0 55 5 37 49 4
0 55 9 37 49 8
0 55 18 37 49 6
0 55 19 37 49 4
0 55 75 37 49 4
0 55 90 42 32 3
0 55 97 42 32 5
0 55 99 37 49 0
0 55 99 42 32 7
0 56 30 71 32 7
0 56 47 47 29 8
0 56 82 42 32 9
