200000 1000 100 5 5
0 5 95 44 53 0
0 5 95 45 46 0
0 5 95 45 55 0
0 5 95 57 38 0
0 35 47 53 40 5
0 36 54 48 56 2
0 37 43 46 54 6
0 41 39 5 95 0
0 41 49 52 64 6
0 42 49 43 50 1
0 42 50 44 55 2
0 43 50 5 95 1
0 43 58 42 54 1
0 44 53 48 47 5
0 45 35 39 50 5
0 45 36 54 49 7
0 45 38 52 52 2
0 45 45 37 50 3
0 45 45 50 55 1
0 45 45 58 50 2
0 45 55 60 56 4
0 46 46 5 95 1
0 46 46 60 45 9
0 46 49 45 52 3
0 46 50 46 49 0
0 46 53 49 49 2
0 47 51 52 45 2
0 47 59 59 41 8
0 48 42 95 5 4
0 48 44 58 52 4
0 48 45 54 50 1
0 48 47 37 56 3
0 48 48 47 49 1
0 48 49 45 48 3
0 48 51 37 57 4
0 48 51 51 58 0
0 48 55 52 68 1
0 49 45 55 53 4
0 49 48 37 54 6
0 49 61 49 41 2
0 50 40 57 48 4
0 50 49 53 61 2
0 50 52 45 45 3
0 50 60 58 60 3
0 50 65 51 45 5
0 51 35 54 45 6
0 51 46 57 53 3
0 51 47 48 57 4
0 51 50 49 44 0
0 51 50 57 53 3
0 51 56 50 38 5
0 52 42 49 40 2
0 52 43 40 54 4
0 52 49 51 52 0
0 52 57 54 43 4
0 53 48 54 40 2
0 53 56 47 62 1
0 53 60 54 51 2
0 54 44 54 60 0
0 54 44 56 46 3
0 54 44 56 47 1
0 54 54 47 51 3
0 54 60 52 56 5
0 54 64 53 55 9
0 55 41 36 53 8
0 55 45 52 44 0
0 55 47 35 46 1
0 55 47 51 52 1
0 55 50 50 58 3
0 55 53 49 58 4
0 55 53 57 49 1
0 56 46 62 48 3
0 56 51 52 58 3
0 56 54 47 51 3
0 56 64 43 52 2
0 57 42 58 48 4
0 57 48 53 63 4
0 57 52 52 49 5
0 57 62 50 51 0
0 58 50 44 46 9
0 59 42 45 49 4
0 60 42 51 39 1
0 60 44 49 41 0
0 63 51 44 47 3
0 64 49 44 53 6
0 65 50 55 53 0
0 95 5 5 95 0
0 95 5 46 48 0
0 95 5 50 59 0
1 31 49 50 57 5
1 35 47 56 52 0
1 37 46 64 51 3
1 40 48 50 49 2
1 41 43 46 50 2
1 41 50 51 44 4
1 41 51 60 41 7
1 42 50 43 41 9
1 42 51 45 52 3
1 42 52 5 95 2
1 43 45 51 57 4
1 43 46 48 38 4
1 43 47 59 45 1
1 43 47 95 5 3
1 43 53 5 95 1
1 44 38 54 47 3
1 44 52 52 34 2
1 44 58 51 42 4
1 45 39 35 55 6
1 45 52 49 49 2
1 45 58 48 49 4
1 46 45 51 51 4
1 47 45 34 48 1
1 47 49 53 48 0
1 47 52 57 44 3
1 47 54 47 50 3
1 47 55 62 43 3
1 47 57 36 52 1
1 47 66 48 52 1
1 48 34 42 49 1
1 48 43 45 65 0
1 48 45 46 56 7
1 48 51 42 46 5
1 48 54 49 63 6
1 48 58 43 47 5
1 49 44 42 49 2
1 49 47 44 58 3
1 49 58 49 55 2
1 49 59 35 53 2
1 49 59 38 50 0
1 49 63 56 60 7
1 50 32 53 56 6
1 50 44 58 42 6
