200 10 0 0 6
0 12 2 17 18 2
1 9 15 12 12 3
1 13 5 2 14 2
2 0 5 8 16 4
2 0 18 16 16 4
2 8 3 9 14 2
3 15 15 0 5 3
4 4 6 9 7 0
5 1 4 2 16 1
5 3 8 10 5 2
5 15 8 6 8 4
6 0 19 18 18 4
6 3 6 18 8 2
6 7 3 19 4 0
7 10 4 11 5 1
8 3 4 2 6 0
8 10 16 3 6 2
9 5 4 8 7 4
9 10 14 11 10 1
9 11 8 8 1 3
9 15 19 19 7 2
9 17 12 14 7 4
10 5 0 14 11 3
10 8 12 19 14 3
10 16 10 19 15 1
11 0 1 19 10 3
11 7 4 6 14 5
11 16 2 12 15 5
11 19 2 6 9 2
12 4 18 1 0 2
12 8 1 15 1 5
12 14 3 9 0 1
13 0 11 3 14 3
14 6 5 15 4 5
14 18 12 19 13 1
14 19 11 2 18 2
15 10 11 5 10 5
15 11 6 17 9 3
15 16 14 0 12 3
15 17 16 11 13 0
16 2 11 15 15 1
16 2 14 11 15 0
16 12 12 16 15 4
17 13 4 9 10 1
18 11 19 16 9 3
19 9 16 7 17 0
20 2 17 5 10 1
22 1 5 7 18 4
23 14 18 19 10 2
24 2 3 4 7 4
24 6 12 7 8 0
24 10 3 4 19 4
24 12 11 11 6 0
24 15 4 18 0 3
25 0 11 5 2 0
25 3 2 1 5 4
25 14 7 4 0 4
26 3 15 1 8 4
26 10 8 16 10 3
26 18 6 14 5 4
28 1 19 3 3 5
28 11 6 16 8 1
29 13 3 15 10 3
30 3 4 3 11 2
30 18 18 14 2 2
31 16 7 2 14 5
32 0 13 1 18 4
32 1 7 1 15 3
32 2 1 9 3 2
32 4 5 2 12 1
32 11 2 12 4 1
34 8 1 10 9 1
35 3 11 4 13 1
36 2 8 7 4 3
36 3 9 14 12 2
37 18 9 5 16 1
38 1 9 13 5 3
38 15 10 8 3 1
39 5 2 9 1 4
39 6 5 16 17 3
39 8 15 6 17 3
40 3 1 12 19 2
40 16 9 10 15 4
40 18 16 2 18 4
41 4 15 13 1 3
41 8 5 0 18 0
42 9 1 3 13 1
43 4 10 19 9 1
43 16 5 18 13 3
43 18 0 1 11 3
43 18 9 6 3 4
44 0 12 7 3 3
44 6 2 11 1 1
44 19 7 4 0 2
45 17 8 14 13 3
46 2 13 7 17 4
46 7 9 14 10 3
46 16 13 12 16 2
47 5 1 7 7 5
47 11 5 10 1 4
47 19 15 9 16 5
48 9 2 3 5 4
48 10 0 16 9 2
48 12 5 4 8 4
49 3 4 16 1 4
49 7 1 13 13 2
49 13 19 19 5 3
51 6 15 0 5 4
51 14 8 3 12 1
51 17 7 13 13 0
52 2 16 18 6 0
52 13 8 18 8 1
53 6 9 16 16 1
53 16 0 10 0 4
54 5 8 2 3 2
55 6 4 6 18 0
56 0 7 14 18 2
56 5 3 16 13 5
56 6 5 19 2 2
57 13 11 19 14 1
58 8 1 12 19 0
59 1 6 5 16 1
59 5 5 7 1 0
59 6 5 1 18 3
60 8 15 17 3 3
61 6 10 16 8 5
61 8 14 0 14 1
62 0 3 7 18 4
62 4 12 4 13 0
62 17 7 6 2 4
63 10 19 11 1 3
64 7 9 3 6 2
64 17 16 4 5 2
65 5 18 2 4 3
66 4 5 2 3 3
66 7 6 0 11 0
67 2 13 15 7 2
67 9 11 4 7 4
67 15 13 4 6 0
67 19 18 19 16 1
68 5 7 19 2 4
68 14 6 15 9 2
69 8 16 11 1 4
69 16 13 1 5 1
70 12 13 5 2 0
71 7 13 7 11 1
71 9 12 11 6 3
72 4 14 4 6 4
72 16 1 11 4 0
73 2 8 7 15 3
73 7 15 0 0 3
74 12 1 19 1 1
74 16 12 8 12 2
74 19 14 19 15 0
75 13 8 11 17 4
75 19 14 1 5 3
76 6 12 5 8 1
76 7 11 3 6 5
76 8 8 10 17 2
76 9 13 0 6 4
77 2 1 1 17 3
77 6 17 5 5 2
78 1 5 16 2 2
79 10 2 6 15 0
80 1 3 8 12 2
80 1 15 3 11 1
80 4 11 3 16 4
80 9 14 8 1 3
80 15 6 6 16 4
81 11 1 6 10 2
82 0 10 1 9 1
82 6 8 6 2 1
82 15 2 14 15 1
83 8 15 13 4 1
84 0 8 19 19 4
84 6 11 18 11 1
84 17 14 13 6 1
85 6 6 8 13 1
85 10 8 19 14 4
86 1 8 11 0 1
86 4 2 9 12 4
86 7 2 4 16 1
86 10 7 15 11 1
87 18 8 13 18 3
88 5 5 8 17 5
88 11 2 4 4 4
89 14 6 9 1 1
89 15 14 1 3 1
90 5 13 3 4 2
90 8 3 5 15 2
91 2 13 12 13 1
91 13 5 5 2 4
92 7 14 4 12 3
94 0 12 3 8 3
94 4 8 16 15 3
94 5 11 19 14 0
94 5 14 10 2 3
94 10 10 4 9 3
95 6 18 0 9 1
96 18 10 18 15 2
